Product ID,Store ID,Date,DailyDemand,OptimizedStock
8784,94,2024-05-02,39,58
6549,70,2024-09-07,411,608
6233,78,2024-12-28,449,532
5552,91,2024-11-08,145,258
9638,60,2024-01-27,99,147
5270,41,2024-04-20,445,790
5694,95,2024-02-22,84,149
6539,22,2024-07-11,45,53
1669,48,2024-12-14,182,323
2311,38,2024-07-20,222,263
5122,72,2024-01-21,494,877
9453,80,2024-12-08,461,819
8627,29,2024-07-26,342,405
2862,35,2024-09-19,247,439
4195,51,2024-03-03,167,198
3944,52,2024-09-26,422,500
8070,85,2024-09-08,17,30
8850,23,2024-02-01,5,9
4422,95,2024-12-01,463,548
5845,60,2024-07-27,340,604
9398,61,2024-09-30,67,79
1035,25,2024-04-14,105,155
6977,55,2024-11-20,224,265
3650,38,2024-02-20,472,699
6782,65,2024-11-10,6,9
1362,13,2024-02-19,463,685
3813,7,2024-10-01,188,278
2118,90,2024-02-08,209,309
9215,15,2024-06-29,206,305
2286,61,2024-12-15,417,741
7705,3,2024-01-31,342,405
9666,73,2024-06-30,361,427
4759,3,2024-10-28,256,379
2450,44,2024-11-01,243,432
8998,73,2024-04-13,255,453
2191,47,2024-07-27,457,812
8563,80,2024-03-05,75,89
6717,39,2024-01-01,64,114
8015,54,2024-11-18,391,694
3587,76,2024-05-07,128,152
9093,37,2024-03-13,140,207
1403,89,2024-08-07,189,280
9219,93,2024-11-19,190,281
5003,76,2024-03-09,191,339
9647,13,2024-01-20,350,622
4248,75,2024-06-01,348,618
9138,26,2024-09-15,221,262
2457,8,2024-02-03,105,155
9527,36,2024-02-22,415,737
3895,28,2024-04-12,146,259
4170,82,2024-09-06,271,401
6519,94,2024-01-18,349,413
6193,68,2024-08-01,243,360
8077,75,2024-08-24,142,252
4794,16,2024-01-26,463,548
2673,87,2024-02-29,470,696
4536,58,2024-07-08,226,401
8635,32,2024-03-19,133,157
2066,39,2024-10-21,373,442
3354,44,2024-06-13,167,297
2136,63,2024-04-08,41,49
1453,79,2024-05-20,290,515
3950,22,2024-12-08,39,46
1080,91,2024-08-07,123,182
2082,38,2024-03-09,194,287
4016,6,2024-02-12,328,583
6366,52,2024-12-24,475,844
4663,73,2024-05-11,420,622
7571,12,2024-05-08,489,724
8803,1,2024-04-30,357,528
8313,16,2024-12-08,77,114
6022,71,2024-10-11,119,176
5655,92,2024-07-12,465,688
9303,27,2024-07-02,196,232
6143,47,2024-10-19,467,553
1947,99,2024-03-08,335,397
3625,93,2024-12-22,236,349
4914,71,2024-10-04,66,98
4398,62,2024-07-28,364,431
4466,52,2024-07-03,324,575
8668,99,2024-03-01,251,297
2067,70,2024-10-25,354,419
8883,39,2024-04-16,328,388
2785,41,2024-06-21,479,709
3049,67,2024-05-27,166,197
7513,59,2024-08-11,136,242
9456,37,2024-08-18,172,204
1098,27,2024-09-04,268,397
6684,83,2024-08-10,415,491
2314,25,2024-12-02,53,78
5563,29,2024-08-02,298,441
5323,70,2024-07-15,460,817
9803,64,2024-09-12,161,238
4690,79,2024-08-01,37,44
2897,26,2024-06-12,8,12
4883,56,2024-12-14,139,247
9448,68,2024-11-21,395,585
4531,22,2024-03-07,168,249
7925,49,2024-06-16,93,165
6837,29,2024-08-20,131,233
7607,90,2024-02-07,313,556
9725,40,2024-01-03,230,272
3383,23,2024-02-05,174,258
3032,94,2024-11-22,52,77
1777,15,2024-05-30,17,30
7615,34,2024-11-16,327,484
6833,27,2024-10-18,261,386
7006,89,2024-11-05,118,210
2901,31,2024-04-17,45,80
9669,49,2024-12-10,27,32
3740,71,2024-09-14,462,821
8012,7,2024-01-25,130,154
5023,1,2024-05-17,430,509
3448,80,2024-08-27,195,231
3114,52,2024-02-23,311,368
3585,31,2024-05-25,426,757
9095,98,2024-01-14,320,379
1995,16,2024-10-03,140,207
5299,85,2024-09-24,363,645
8460,92,2024-11-25,19,22
5904,12,2024-08-12,251,297
8858,37,2024-07-16,288,511
4901,90,2024-03-30,121,215
3350,6,2024-11-14,252,448
7063,97,2024-04-28,496,734
9952,17,2024-05-07,98,116
9577,12,2024-09-02,351,519
5051,84,2024-04-09,326,579
1962,33,2024-10-10,66,98
2223,96,2024-01-27,232,275
3525,33,2024-05-02,398,707
9311,13,2024-07-11,336,497
3773,53,2024-11-29,147,261
2688,62,2024-02-23,69,123
2204,65,2024-11-22,302,447
6239,85,2024-08-15,2,3
5900,73,2024-10-25,263,389
6925,50,2024-01-04,376,445
8622,36,2024-06-25,26,46
5623,99,2024-03-28,285,337
1003,40,2024-03-27,400,474
9147,86,2024-09-08,205,243
1980,73,2024-12-11,320,568
4397,77,2024-03-20,206,305
3798,75,2024-10-19,19,22
4819,3,2024-03-05,432,511
9740,56,2024-03-24,269,318
3364,62,2024-03-10,335,496
7252,73,2024-01-11,133,236
8955,52,2024-04-18,417,617
2975,5,2024-03-01,284,504
6000,15,2024-07-10,228,405
4964,88,2024-04-20,225,400
1461,27,2024-03-08,260,308
7840,89,2024-03-02,244,361
7302,95,2024-08-26,362,643
6143,97,2024-02-16,238,423
2577,74,2024-05-18,237,281
5684,36,2024-11-04,95,169
5456,9,2024-11-15,270,400
8556,3,2024-11-03,469,694
8519,49,2024-11-22,248,440
6487,43,2024-02-05,343,406
9516,21,2024-01-02,499,886
6212,84,2024-02-26,175,259
9691,85,2024-08-29,218,323
9186,56,2024-05-31,314,372
3311,36,2024-01-11,420,746
1204,64,2024-07-07,180,320
2224,56,2024-10-22,62,110
1023,8,2024-03-09,89,158
4836,89,2024-06-21,324,480
2389,17,2024-11-06,131,233
5820,38,2024-09-12,392,580
8698,30,2024-12-28,408,604
1723,19,2024-10-16,342,506
5314,82,2024-11-16,78,92
9359,60,2024-08-27,159,282
7483,79,2024-02-08,448,796
1311,2,2024-06-29,416,739
1474,56,2024-03-10,145,258
9143,17,2024-11-07,76,90
7625,70,2024-11-30,265,314
4252,51,2024-09-28,200,355
8006,60,2024-05-19,62,73
4605,93,2024-07-21,473,700
5998,71,2024-09-28,99,117
2437,92,2024-06-08,379,561
9057,3,2024-05-08,7,10
3996,64,2024-12-21,35,52
3802,60,2024-05-07,178,211
8734,68,2024-02-06,220,391
1536,89,2024-04-22,40,71
5725,15,2024-04-29,444,789
7240,76,2024-12-09,371,659
1898,90,2024-09-30,345,511
8433,75,2024-06-17,170,252
9633,80,2024-09-22,295,349
7569,27,2024-06-05,372,661
2252,88,2024-05-27,156,231
3705,73,2024-06-17,351,623
9549,58,2024-12-06,483,858
1161,15,2024-08-31,104,123
9155,54,2024-06-27,338,600
3741,72,2024-02-02,18,32
9874,53,2024-01-17,67,99
1109,95,2024-08-25,113,201
5691,2,2024-02-22,347,514
3284,9,2024-06-15,423,626
2523,49,2024-08-18,363,430
3332,54,2024-02-12,214,253
4989,92,2024-08-19,68,121
6013,38,2024-04-18,325,481
8370,79,2024-03-06,158,187
2257,9,2024-07-10,396,469
7046,8,2024-08-13,148,219
5074,47,2024-02-21,279,413
2826,86,2024-08-28,320,568
7666,49,2024-06-30,90,133
5013,68,2024-09-28,185,219
5020,54,2024-05-10,26,46
2912,76,2024-06-23,75,133
1596,38,2024-06-14,63,75
4194,6,2024-10-19,414,613
4484,8,2024-01-04,97,144
6797,40,2024-06-27,122,181
6284,82,2024-10-31,36,43
3567,13,2024-04-08,483,715
5561,43,2024-09-13,295,524
3197,45,2024-09-01,241,285
5024,2,2024-11-18,76,112
5230,47,2024-12-16,483,715
5907,40,2024-04-30,446,660
1876,40,2024-03-18,106,188
8653,48,2024-10-26,421,623
3082,50,2024-12-17,280,332
6087,74,2024-10-26,11,20
8376,10,2024-11-18,200,355
6638,54,2024-02-08,89,105
5659,55,2024-07-04,32,57
7282,53,2024-06-05,486,575
6370,53,2024-08-02,408,725
4643,63,2024-07-31,354,419
1543,61,2024-11-07,42,75
3368,75,2024-09-06,467,691
2653,35,2024-03-03,299,531
7602,95,2024-06-17,283,503
9089,69,2024-07-14,276,327
9280,76,2024-04-23,53,94
2282,26,2024-01-21,304,450
5483,75,2024-08-29,173,256
3012,50,2024-10-11,108,160
5332,82,2024-09-05,434,514
7366,96,2024-01-22,292,432
3900,71,2024-05-27,464,549
4393,34,2024-10-22,25,44
6820,53,2024-07-24,85,126
6324,92,2024-08-31,478,566
3525,56,2024-08-02,282,417
9713,85,2024-09-07,9,13
4773,2,2024-05-02,172,204
4253,45,2024-08-31,283,419
4134,61,2024-05-25,407,723
9281,67,2024-08-10,109,129
3504,22,2024-11-08,204,302
2295,31,2024-01-20,114,169
7003,75,2024-07-15,285,337
3922,10,2024-05-26,3,4
6260,99,2024-07-02,131,233
8722,48,2024-05-04,98,116
2354,13,2024-12-03,221,262
8541,43,2024-06-09,496,734
9345,93,2024-06-07,301,356
6070,94,2024-01-29,481,854
8488,36,2024-01-08,425,503
6127,97,2024-09-16,393,465
1542,31,2024-07-19,333,591
2846,84,2024-06-28,188,223
7000,10,2024-12-25,444,526
3184,98,2024-06-23,140,166
5507,62,2024-12-24,305,451
1132,40,2024-07-24,74,88
1353,18,2024-07-08,479,709
9677,98,2024-03-12,114,135
4444,18,2024-04-30,44,78
4571,69,2024-08-16,210,373
1676,88,2024-01-31,200,237
7308,68,2024-06-03,117,139
1954,71,2024-11-01,149,221
4155,29,2024-10-18,385,570
4445,39,2024-05-26,254,451
3276,48,2024-06-23,358,424
5843,97,2024-01-24,151,268
4262,8,2024-12-16,237,281
3689,26,2024-07-11,301,535
6293,14,2024-03-16,323,574
4029,77,2024-09-30,301,535
5760,50,2024-10-21,40,71
3638,18,2024-06-24,7,10
3525,21,2024-04-16,487,865
3565,4,2024-05-28,139,165
3002,31,2024-11-19,121,215
9102,37,2024-06-13,348,618
1931,26,2024-05-29,125,185
7845,18,2024-03-03,128,227
1329,3,2024-09-23,336,398
5735,66,2024-02-21,301,535
2337,58,2024-10-04,128,152
8145,96,2024-06-14,401,475
9854,74,2024-05-29,94,111
5745,48,2024-04-18,220,326
6349,31,2024-06-20,147,261
9695,89,2024-01-24,238,282
2164,67,2024-06-29,92,136
5409,4,2024-07-18,324,480
1225,29,2024-02-04,371,549
2270,6,2024-09-22,411,487
9309,90,2024-09-24,24,28
5563,98,2024-10-07,462,684
3239,20,2024-03-15,221,392
2888,39,2024-01-29,114,202
2218,90,2024-02-04,430,636
8820,63,2024-08-17,269,478
7166,73,2024-09-23,337,599
7482,15,2024-05-28,364,431
6437,91,2024-12-27,424,502
6078,12,2024-03-06,406,481
6468,73,2024-12-06,10,12
4798,66,2024-03-25,180,213
4371,12,2024-08-04,228,337
6704,71,2024-12-10,234,416
9550,54,2024-09-12,451,801
4521,44,2024-11-08,3,5
2267,17,2024-03-04,46,82
1792,44,2024-04-12,75,111
7852,62,2024-12-16,41,61
2994,77,2024-04-01,438,519
2101,37,2024-06-22,143,212
2335,38,2024-05-15,71,126
3341,98,2024-06-12,182,269
4392,79,2024-12-21,475,844
5524,70,2024-10-10,382,452
2433,21,2024-01-29,318,565
7145,95,2024-12-17,36,64
1727,34,2024-06-18,402,476
4746,14,2024-03-01,465,826
8916,54,2024-11-25,127,150
5990,44,2024-04-17,368,545
6420,70,2024-04-14,97,115
1561,3,2024-07-24,170,201
7947,55,2024-05-13,304,450
2189,39,2024-03-13,38,56
7624,14,2024-03-31,309,549
8922,54,2024-05-06,34,60
8167,99,2024-08-04,221,262
6935,49,2024-11-24,403,596
5924,31,2024-03-23,175,207
1358,87,2024-09-19,28,41
2354,82,2024-11-09,91,162
3946,75,2024-04-07,174,258
6848,4,2024-03-23,150,178
5661,51,2024-11-25,309,549
4718,28,2024-08-24,200,237
4614,77,2024-06-20,261,309
5622,70,2024-09-12,165,293
5397,15,2024-02-14,213,252
7872,21,2024-07-05,387,687
5023,36,2024-05-17,68,121
5363,2,2024-04-30,26,38
9520,42,2024-07-05,9,13
6273,90,2024-10-04,117,173
8864,77,2024-05-19,150,222
3635,71,2024-03-25,56,99
9626,80,2024-04-13,372,551
5307,99,2024-02-05,335,595
5777,67,2024-12-30,87,155
3519,95,2024-11-09,13,15
4201,24,2024-12-27,499,886
5645,35,2024-04-23,306,453
4487,21,2024-07-09,130,154
7053,25,2024-01-16,97,172
6054,96,2024-12-22,422,625
4945,15,2024-08-13,485,861
6625,29,2024-07-02,252,373
2418,93,2024-04-24,206,244
1006,83,2024-02-06,137,203
2257,38,2024-03-17,119,141
3320,23,2024-03-06,28,41
6001,54,2024-12-25,47,70
8989,78,2024-11-13,391,579
2684,74,2024-01-07,82,146
3143,16,2024-03-23,411,608
4012,73,2024-04-26,396,469
1313,19,2024-06-24,478,849
1901,52,2024-12-15,193,343
4252,54,2024-11-06,400,474
1377,92,2024-02-14,244,433
1789,60,2024-05-31,344,407
4954,7,2024-02-22,194,287
8417,26,2024-09-24,333,493
3411,3,2024-05-15,487,721
1903,3,2024-01-24,57,101
9413,11,2024-07-25,67,79
2421,40,2024-02-23,66,78
9268,60,2024-10-23,31,37
2237,96,2024-09-12,145,258
1063,4,2024-08-20,450,799
6241,21,2024-04-07,91,162
3755,58,2024-10-03,402,476
4990,46,2024-09-24,272,403
1364,15,2024-07-16,57,67
8914,88,2024-02-14,223,396
8146,34,2024-12-17,251,297
2012,1,2024-04-30,380,450
7952,62,2024-06-26,47,70
5168,90,2024-08-22,125,222
5186,14,2024-08-29,145,215
5339,98,2024-06-27,166,295
2749,32,2024-09-29,223,330
2814,2,2024-01-24,161,238
9820,34,2024-05-20,142,168
1076,89,2024-01-27,126,224
6564,19,2024-05-28,103,183
4997,76,2024-12-28,295,437
8130,29,2024-09-09,422,749
4661,50,2024-08-18,494,877
4737,3,2024-06-02,128,227
3583,51,2024-01-06,236,349
8748,4,2024-11-29,270,320
8084,61,2024-03-02,162,240
1482,39,2024-01-19,252,298
5394,15,2024-05-27,465,688
5244,94,2024-11-30,88,104
9392,21,2024-10-21,353,418
6082,51,2024-12-10,483,572
2478,60,2024-04-19,143,254
7150,61,2024-12-21,476,564
8718,50,2024-05-28,87,155
2412,77,2024-01-29,221,327
4069,91,2024-08-19,173,307
3852,50,2024-09-25,190,281
5807,58,2024-05-22,103,122
9717,78,2024-03-10,81,120
5721,27,2024-07-15,146,259
4510,63,2024-10-11,32,47
6637,10,2024-06-06,304,450
7259,8,2024-10-20,340,604
6303,78,2024-11-29,488,867
1898,85,2024-11-24,217,385
7429,70,2024-06-24,158,234
1545,15,2024-06-06,484,716
1301,85,2024-04-24,79,94
6883,43,2024-10-31,26,38
7570,78,2024-07-05,362,536
3072,55,2024-09-20,268,476
6280,85,2024-09-07,284,336
4584,96,2024-06-30,453,670
7056,69,2024-07-18,195,346
2114,65,2024-12-06,194,345
3722,72,2024-09-27,295,524
7324,59,2024-11-04,179,318
1483,1,2024-06-08,364,539
8552,57,2024-11-06,437,517
6265,66,2024-06-07,88,104
7424,27,2024-08-06,488,722
6540,94,2024-03-26,187,277
3793,20,2024-03-02,141,209
5406,94,2024-11-16,161,238
2697,24,2024-07-01,373,662
8443,34,2024-10-02,115,170
1042,32,2024-08-01,240,355
1419,71,2024-09-30,438,648
1566,18,2024-03-20,286,339
7613,82,2024-05-01,80,142
3103,64,2024-01-06,461,682
7009,34,2024-03-18,140,166
3261,56,2024-09-25,104,154
9720,61,2024-02-15,82,146
6292,99,2024-08-21,382,565
6298,47,2024-07-22,147,174
6188,75,2024-08-30,141,167
9206,31,2024-06-18,293,347
6236,79,2024-04-05,6,11
9787,85,2024-10-17,115,170
7177,51,2024-11-30,199,295
4226,16,2024-01-25,126,186
3308,18,2024-11-05,172,255
9832,54,2024-09-04,17,20
9350,26,2024-09-18,477,847
5129,3,2024-04-24,197,350
7905,32,2024-12-14,200,296
2385,36,2024-12-12,338,600
8857,75,2024-12-07,306,453
6308,40,2024-02-29,482,571
6489,29,2024-11-27,153,181
2836,75,2024-03-16,9,16
5953,56,2024-12-23,59,87
8200,98,2024-11-04,316,468
5994,16,2024-03-05,96,114
2813,42,2024-06-15,358,530
3427,33,2024-01-11,497,883
2809,77,2024-10-31,129,153
7616,92,2024-01-11,333,394
1524,65,2024-06-11,147,174
1184,92,2024-05-12,195,289
5864,36,2024-10-07,177,314
1649,46,2024-08-18,197,233
6632,41,2024-09-09,334,494
6384,34,2024-05-08,58,103
9705,46,2024-11-11,177,314
6529,78,2024-02-25,198,352
5305,56,2024-06-05,137,243
6451,3,2024-05-09,166,295
9426,31,2024-02-27,145,258
5124,27,2024-12-01,273,485
9264,97,2024-12-16,78,115
1750,47,2024-12-27,378,448
4070,7,2024-02-23,447,529
4712,30,2024-05-26,197,292
4205,77,2024-04-12,240,355
2345,29,2024-10-25,410,485
5707,88,2024-01-30,293,520
9922,93,2024-06-12,303,359
2119,36,2024-11-03,47,70
4732,69,2024-06-06,382,565
7062,38,2024-04-16,263,389
5446,48,2024-12-01,233,414
3465,69,2024-05-04,135,240
6806,42,2024-10-09,256,455
7117,9,2024-07-10,157,232
3752,50,2024-02-28,4,5
2538,23,2024-05-12,285,506
6880,17,2024-07-01,26,31
2069,90,2024-04-15,406,601
3781,63,2024-11-10,27,48
3599,86,2024-02-25,15,18
8075,60,2024-07-05,260,385
1274,69,2024-04-20,475,703
6360,51,2024-03-06,16,28
8059,53,2024-03-05,449,532
1197,82,2024-08-17,94,139
1872,61,2024-01-25,428,760
8548,72,2024-02-28,51,75
8114,41,2024-08-20,455,539
5716,89,2024-08-30,373,442
1694,30,2024-10-27,48,85
2034,53,2024-03-08,459,543
9125,41,2024-10-23,29,43
6007,31,2024-10-29,320,568
3097,75,2024-09-06,438,648
8560,45,2024-05-22,256,303
3404,45,2024-10-20,126,224
6246,25,2024-01-05,374,664
2285,2,2024-02-09,257,456
1938,27,2024-09-20,250,370
3446,38,2024-03-21,32,47
7301,85,2024-02-28,350,622
3462,54,2024-03-09,116,172
2501,46,2024-04-13,422,500
9684,87,2024-11-18,370,438
3810,14,2024-07-15,123,146
9077,38,2024-12-08,283,335
5719,81,2024-10-12,451,667
5120,77,2024-10-18,295,524
1605,57,2024-01-28,166,246
4011,73,2024-03-25,107,158
8194,59,2024-09-15,389,691
8820,5,2024-03-05,242,358
3581,66,2024-02-23,209,371
5884,76,2024-09-12,416,493
7625,69,2024-08-03,369,437
2457,27,2024-10-29,255,302
2759,37,2024-10-15,71,84
9729,80,2024-07-02,446,660
6414,95,2024-07-21,4,6
4390,76,2024-04-17,349,413
7292,56,2024-11-05,461,819
6434,85,2024-08-27,406,601
4138,47,2024-02-21,175,311
5983,24,2024-02-01,181,214
8922,23,2024-12-09,435,773
8507,57,2024-04-12,155,229
1412,91,2024-10-02,43,76
5123,3,2024-02-17,145,215
3823,72,2024-03-02,26,38
8969,91,2024-10-10,140,166
8188,12,2024-08-22,175,259
6848,50,2024-04-02,64,114
8864,39,2024-02-18,360,639
7516,79,2024-10-29,31,46
2631,79,2024-09-10,398,471
4480,43,2024-01-03,62,92
5179,90,2024-11-16,27,48
6301,23,2024-12-19,188,278
4839,44,2024-01-06,309,549
6707,41,2024-03-29,31,55
4238,79,2024-12-15,273,404
5356,64,2024-03-13,308,547
7969,10,2024-10-19,277,328
1240,30,2024-09-16,482,571
9187,30,2024-01-11,398,471
9034,65,2024-03-06,168,298
5212,32,2024-10-02,221,262
8182,19,2024-10-26,267,395
3536,91,2024-09-11,161,238
5834,7,2024-06-04,411,608
4064,93,2024-11-21,202,299
8749,70,2024-03-01,342,506
9174,26,2024-02-24,240,355
2526,86,2024-07-23,107,190
1908,74,2024-04-18,267,395
8299,33,2024-12-30,115,204
7264,60,2024-05-06,462,684
8778,51,2024-06-22,111,131
4780,43,2024-02-11,446,792
7117,23,2024-11-16,390,693
6211,54,2024-08-21,422,625
9379,96,2024-02-29,407,723
1721,51,2024-06-04,216,256
3015,97,2024-02-01,353,627
8574,44,2024-10-21,21,37
5732,89,2024-08-23,104,185
6920,66,2024-07-17,133,236
5019,70,2024-08-22,276,408
1753,40,2024-03-21,230,340
6123,95,2024-10-06,47,83
8300,36,2024-02-03,26,31
2308,76,2024-12-12,341,404
6630,26,2024-06-19,166,295
6259,61,2024-11-17,434,771
7860,88,2024-10-28,461,682
9412,21,2024-06-16,222,394
6098,47,2024-10-17,317,563
6841,82,2024-01-09,272,483
4826,70,2024-02-07,459,543
5367,14,2024-11-24,354,629
7113,2,2024-07-19,460,681
9932,61,2024-02-24,449,797
5890,89,2024-11-09,81,120
1581,54,2024-10-03,217,257
2133,49,2024-10-11,104,154
6165,92,2024-04-27,482,571
4198,36,2024-04-27,464,549
3714,51,2024-05-21,324,384
3443,19,2024-01-11,398,471
8962,4,2024-03-02,314,465
9957,44,2024-08-17,225,400
3719,25,2024-08-12,386,571
3647,89,2024-06-07,67,79
4689,27,2024-01-23,102,121
5357,53,2024-04-12,75,133
1306,73,2024-06-27,476,845
6789,92,2024-04-21,470,556
6230,57,2024-09-06,95,169
7503,42,2024-08-04,357,528
7860,67,2024-06-20,469,694
4582,68,2024-09-10,447,794
5517,24,2024-07-16,65,115
8746,54,2024-09-15,64,114
1116,43,2024-09-04,228,405
9309,79,2024-09-15,175,259
7152,65,2024-09-02,91,108
5525,8,2024-04-09,386,571
6627,29,2024-03-25,365,540
2189,25,2024-08-20,83,147
4452,11,2024-02-14,319,472
6350,29,2024-12-21,216,384
3875,82,2024-09-25,39,58
6703,63,2024-05-21,343,508
9343,32,2024-02-26,87,155
8981,42,2024-11-13,496,734
6851,18,2024-12-30,468,831
5452,47,2024-11-10,215,318
6238,47,2024-04-30,2,3
9748,49,2024-03-13,411,487
8174,7,2024-01-17,138,163
1176,93,2024-06-13,434,642
1670,35,2024-04-15,161,191
1696,30,2024-02-17,376,445
7765,61,2024-08-22,243,360
1884,76,2024-01-20,312,554
3885,25,2024-10-26,350,518
9337,41,2024-04-15,300,444
6103,54,2024-06-04,405,480
8655,15,2024-04-13,427,632
7532,90,2024-08-25,444,789
9838,4,2024-05-12,299,443
3178,93,2024-12-16,335,397
4950,79,2024-03-30,289,342
2021,38,2024-12-29,386,571
2831,92,2024-03-18,425,503
6961,38,2024-04-11,423,751
8684,84,2024-12-10,468,831
7196,11,2024-10-07,21,25
9117,20,2024-01-06,444,526
4160,89,2024-11-21,286,339
7131,79,2024-05-03,157,186
7694,98,2024-08-31,493,584
9395,72,2024-09-06,475,703
2832,6,2024-11-04,170,302
1536,22,2024-05-24,319,378
2164,8,2024-03-24,248,367
5318,50,2024-07-12,395,468
8663,34,2024-03-20,441,653
3974,80,2024-09-29,250,296
3621,56,2024-02-20,487,577
9460,55,2024-04-03,18,21
7296,70,2024-06-01,257,456
2236,84,2024-09-20,83,123
2364,13,2024-07-01,128,227
1987,99,2024-05-07,34,50
9992,71,2024-07-18,6,11
8914,82,2024-04-01,158,281
7817,49,2024-07-01,254,451
6574,80,2024-10-13,169,300
3092,35,2024-07-18,303,538
6476,89,2024-04-01,442,654
6982,18,2024-05-03,68,121
7416,42,2024-03-20,111,197
8650,54,2024-09-29,279,496
2143,45,2024-07-19,235,278
1713,16,2024-02-24,467,691
4950,32,2024-10-28,179,318
7112,64,2024-08-18,106,126
6797,95,2024-04-26,396,586
6494,32,2024-10-27,181,321
4260,39,2024-02-17,364,431
3586,90,2024-10-22,455,539
5551,93,2024-08-31,288,341
9020,90,2024-04-17,246,437
6227,12,2024-08-21,179,318
5067,20,2024-11-04,142,210
1462,36,2024-05-14,315,466
5819,46,2024-04-04,249,369
1245,10,2024-11-01,380,562
9803,51,2024-10-10,110,163
4087,39,2024-12-07,343,406
3140,73,2024-08-09,414,735
9036,26,2024-08-25,329,584
5729,80,2024-04-08,381,564
7771,98,2024-07-31,297,440
1438,86,2024-09-09,98,174
7174,63,2024-11-09,24,28
6159,48,2024-03-14,487,721
3701,13,2024-02-03,31,37
6409,46,2024-08-12,150,222
1447,57,2024-01-26,36,43
6700,48,2024-07-04,412,732
7398,48,2024-10-05,347,411
4334,56,2024-12-17,142,252
8480,79,2024-05-28,280,332
4915,9,2024-12-07,271,321
7858,81,2024-06-12,323,382
1207,23,2024-11-14,389,576
7967,45,2024-06-20,461,546
3768,21,2024-04-14,243,360
4771,47,2024-08-13,130,154
1957,14,2024-05-09,387,573
4335,68,2024-10-24,469,694
2223,83,2024-07-22,441,653
3760,39,2024-07-16,454,806
8933,82,2024-05-15,153,226
2426,96,2024-10-07,452,669
4468,76,2024-02-01,363,645
3243,16,2024-11-03,119,211
8726,88,2024-10-10,249,442
2285,48,2024-08-04,421,498
6137,51,2024-03-22,406,601
7150,56,2024-05-03,158,281
9357,39,2024-05-17,375,555
8404,21,2024-02-04,188,223
1368,8,2024-12-26,241,428
6470,14,2024-10-24,231,410
2332,59,2024-06-16,175,311
2796,12,2024-11-06,217,321
4329,27,2024-03-20,409,484
9407,63,2024-12-17,391,463
5539,88,2024-07-03,480,710
3404,36,2024-01-04,304,540
6169,50,2024-05-03,144,170
1594,4,2024-01-09,404,598
6102,28,2024-04-28,129,153
5503,84,2024-10-10,150,178
2469,99,2024-08-05,405,480
7613,97,2024-06-01,427,758
7132,46,2024-06-26,14,25
1092,89,2024-07-31,160,237
2849,95,2024-08-13,242,287
6486,86,2024-02-21,423,751
1614,18,2024-10-20,185,329
8113,96,2024-11-24,139,247
7805,42,2024-05-13,177,314
1095,99,2024-06-26,266,394
1916,15,2024-07-07,117,139
1434,52,2024-08-16,445,659
3284,39,2024-11-18,440,651
1049,96,2024-03-30,428,507
7627,14,2024-06-05,345,408
6887,38,2024-04-14,307,363
3169,40,2024-06-10,360,426
8475,86,2024-02-01,354,524
3213,55,2024-04-03,236,349
2265,61,2024-07-18,223,330
5125,88,2024-05-15,379,673
7685,95,2024-04-26,372,551
9207,39,2024-03-31,209,247
8536,41,2024-10-26,462,684
7862,34,2024-07-18,223,396
2703,90,2024-07-03,239,283
5614,8,2024-05-05,130,231
3283,54,2024-05-05,448,796
3611,33,2024-02-19,296,350
2773,70,2024-07-26,13,23
2352,89,2024-01-15,122,217
7988,94,2024-08-29,19,34
3801,47,2024-06-18,264,469
5313,50,2024-09-08,272,403
4040,73,2024-06-03,469,694
5205,98,2024-01-22,229,271
5331,81,2024-03-03,125,185
5771,43,2024-05-30,316,561
3087,62,2024-11-08,411,487
1020,63,2024-08-16,134,198
6027,25,2024-01-30,461,546
2120,33,2024-07-08,37,44
5293,86,2024-06-06,71,84
8765,74,2024-01-22,45,53
7608,83,2024-08-26,117,139
7459,39,2024-02-21,298,529
5554,60,2024-12-04,103,122
8629,46,2024-07-02,53,78
3589,51,2024-12-07,306,362
2335,71,2024-11-25,481,570
2951,4,2024-01-22,355,420
2855,92,2024-06-12,323,574
9971,16,2024-04-04,376,445
4121,77,2024-08-26,273,404
1059,40,2024-11-28,451,534
5726,84,2024-02-11,352,625
6977,72,2024-06-06,351,416
2841,87,2024-03-22,136,161
5722,40,2024-12-12,312,554
3138,59,2024-06-12,334,593
4626,26,2024-06-15,46,82
1326,93,2024-04-05,48,57
1060,68,2024-05-31,381,677
1194,20,2024-07-20,148,175
9452,8,2024-07-09,107,190
3369,55,2024-11-18,124,220
8959,55,2024-07-12,68,101
4281,56,2024-09-27,442,785
3464,16,2024-03-12,420,622
3529,86,2024-04-25,461,819
2219,49,2024-03-04,294,435
5624,84,2024-01-21,141,250
3780,89,2024-10-07,340,503
7951,60,2024-01-12,169,300
9514,49,2024-10-12,315,559
7629,58,2024-10-01,415,614
9690,22,2024-10-18,316,561
6627,39,2024-08-11,477,706
6939,93,2024-03-06,91,135
8158,40,2024-08-21,387,687
7314,59,2024-06-05,460,817
1075,8,2024-02-01,496,881
5518,17,2024-12-13,264,313
6044,47,2024-01-10,406,481
9577,52,2024-03-01,235,348
7471,12,2024-10-09,29,43
6192,2,2024-08-29,226,268
2089,33,2024-09-01,2,4
4380,58,2024-03-09,79,140
3442,38,2024-01-08,91,108
